gpsidx,accidx,date,time,speed,kspeed,accSpeed,d_sec,accdist,sentime,azimuth,pitch,roll,light,gps_lat,gps_lon,alti,accuracy,acc_x,acc_y,acc_z,kacc_x,kacc_y,kacc_z,mag_x,mag_y,mag_z,gyro_x,gyro_y,gyro_z,user_name
13,59,2017-03-03,06:17:18,36.711231,24.550802,36.024786,1,68.756701,06:17:18,76.39107,3.2169435,90.70191,9.0,33.939901,-118.132838,24.676195,4,9.961319,-0.122039795,-0.55992126,9.667114937576331,-0.04878362938759767,-0.9856884701229891,-26.334381,47.470093,-21.138,0.005065918,0.0181427,0.004470825,wonhee
13,60,2017-03-03,06:17:18,36.711231,24.550802,36.846598,1,68.756701,06:17:18,74.150154,9.731843,89.371216,9.0,33.939901,-118.132838,24.676195,4,9.375076,0.102890015,-1.6079712,9.58821880448169,-0.007808052179077672,-1.153802015139707,-25.836945,47.211456,-21.136475,0.00091552734,0.001159668,-0.0004119873,wonhee
13,61,2017-03-03,06:17:18,36.711231,24.550802,37.221390,1,68.756701,06:17:18,76.95236,3.4708717,88.16223,9.0,33.939901,-118.132838,24.676195,4,10.291534,0.33021545,-0.624527,9.77822377345468,0.08351109669320783,-1.0108150820112576,-25.50087,47.21985,-21.043396,4.5776367e-05,-0.0048217773,0.0033721924,wonhee
13,62,2017-03-03,06:17:18,36.711231,24.550802,37.963808,1,68.756701,06:17:18,74.40169,8.599872,91.12844,11.0,33.939901,-118.132838,24.676195,4,9.475586,-0.18664551,-1.4333038,9.696464299008895,0.010526611216873594,-1.124953033621603,-25.494003,47.48993,-20.86029,-0.003250122,0.007507324,-0.002243042,wonhee
14,63,2017-03-03,06:17:19,40.059488,28.741353,38.717101,1,86.664900,06:17:19,76.02111,8.63937,87.08267,9.0,33.939825,-118.132696,24.760748,4,9.578476,0.48812866,-1.4572296,9.664589027103473,0.1395537714982584,-1.214719612088107,-24.827576,47.234726,-20.490265,-0.005203247,-0.0017700195,-0.0023651123,wonhee
14,64,2017-03-03,06:17:19,40.059488,28.741353,39.566109,1,86.664900,06:17:19,74.56819,10.49241,88.40122,9.0,33.939825,-118.132696,24.760748,4,9.001801,0.25125122,-1.6678009,9.485532724427319,0.16972953106121677,-1.3371223365003089,-25.407791,47.583008,-21.04454,-0.0065460205,0.007522583,0.0076446533,wonhee
14,65,2017-03-03,06:17:19,40.059488,28.741353,40.194321,1,86.664900,06:17:19,75.50266,7.8503737,87.712555,9.0,33.939825,-118.132696,24.760748,4,8.566299,0.34217834,-1.1820526,9.237196023611373,0.2163176480258951,-1.2952292839114516,-25.32425,47.585297,-21.22879,-0.004837036,-0.007507324,-0.0028686523,wonhee
14,66,2017-03-03,06:17:19,40.059488,28.741353,40.713774,1,86.664900,06:17:19,74.796455,5.5076313,92.25807,9.0,33.939825,-118.132696,24.760748,4,9.769897,-0.38523865,-0.94277954,9.38110850145285,0.05380347732369051,-1.2000127962212033,-25.158691,47.499847,-21.411896,-0.00630188,0.015563965,0.0033721924,wonhee
14,67,2017-03-03,06:17:19,40.059488,28.741353,41.132074,1,86.664900,06:17:19,75.16677,3.9595547,92.34588,9.0,33.939825,-118.132696,24.760748,4,10.39682,-0.42591858,-0.72024536,9.655509272254818,-0.07579641643414864,-1.0704006430723132,-25.568771,47.942352,-21.873856,-0.006668091,0.00018310547,-0.00016784668,wonhee
15,68,2017-03-03,06:17:20,42.502962,32.459507,41.665661,1,105.665430,06:17:20,75.583885,6.4086294,88.32374,11.0,33.939745,-118.132545,24.83209,4,8.666809,0.2536316,-0.97387695,9.388405752025996,0.013200608570090144,-1.044324167796036,-25.904083,47.93358,-21.598053,-0.0056915283,0.002746582,-0.0076293945,wonhee
15,69,2017-03-03,06:17:20,42.502962,32.459507,42.214480,1,105.665430,06:17:20,75.1658,5.645303,90.24217,11.0,33.939745,-118.132545,24.83209,4,10.19104,-0.04307556,-1.0073853,9.605242379977097,-0.0020027479494553954,-1.0343449032014316,-26.838303,47.45903,-21.414185,-0.005569458,-0.0045776367,-0.018249512,wonhee
15,70,2017-03-03,06:17:20,42.502962,32.459507,42.671933,1,105.665430,06:17:20,74.91968,4.495186,92.92851,11.0,33.939745,-118.132545,24.83209,4,10.243668,-0.5240326,-0.8063812,9.77771702704429,-0.14303235526334449,-0.9727590927003014,-27.264023,47.177124,-21.138,-0.00630188,0.016433716,-0.006149292,wonhee
15,71,2017-03-03,06:17:20,42.502962,32.459507,43.565531,1,105.665430,06:17:20,73.29164,10.724951,90.86759,11.0,33.939745,-118.132545,24.83209,4,9.322433,-0.14117432,-1.7658997,9.654719218972337,-0.1425303954950754,-1.187030954649962,-27.098083,47.09015,-20.7695,-0.008010864,-0.0074005127,0.0069122314,wonhee
15,72,2017-03-03,06:17:20,42.502962,32.459507,43.879412,1,105.665430,06:17:20,73.58462,2.4048543,99.73054,11.0,33.939745,-118.132545,24.83209,4,11.511871,-1.9740753,-0.4905243,10.156440309005445,-0.637333628768935,-0.998865355286338,-26.681137,47.011185,-21.228409,-0.009109497,0.0032348633,0.003616333,wonhee
16,73,2017-03-03,06:17:21,46.059228,36.133751,44.650107,1,126.255754,06:17:21,74.108574,8.2555,90.98429,11.0,33.939659,-118.132381,24.895504,4,10.305893,-0.17706299,-1.4955139,10.196815881858557,-0.5129886565633783,-1.133038044757745,-26.258469,47.11151,-21.043777,-0.012039185,0.014846802,0.0042266846,wonhee
16,74,2017-03-03,06:17:21,46.059228,36.133751,45.344668,1,126.255754,06:17:21,74.01318,8.289144,91.579475,9.0,33.939659,-118.132381,24.895504,4,9.111862,-0.25125122,-1.3280182,9.903708851080216,-0.4422786621964217,-1.1857131448881375,-25.752258,47.214127,-21.043396,-0.011672974,0.005554199,0.008621216,wonhee
16,75,2017-03-03,06:17:21,46.059228,36.133751,45.852156,1,126.255754,06:17:21,74.93466,5.3943744,91.27142,11.0,33.939659,-118.132381,24.895504,4,9.702896,-0.21534729,-0.91645813,9.84945801193724,-0.38097174232900266,-1.1129722300385156,-25.836563,47.212982,-21.411896,-0.013870239,-0.013748169,0.0045928955,wonhee
16,76,2017-03-03,06:17:21,46.059228,36.133751,46.458618,1,126.255754,06:17:21,74.557,6.3745127,91.14789,9.0,33.939659,-118.132381,24.895504,4,10.15036,-0.2033844,-1.134201,9.930748553176922,-0.3329954186490467,-1.1187073141140047,-26.254654,47.29309,-21.41304,-0.012527466,-0.005065918,-0.0027313232,wonhee
16,77,2017-03-03,06:17:21,46.059228,36.133751,46.955224,1,126.255754,06:17:21,75.48352,5.2738357,88.82303,9.0,33.939659,-118.132381,24.895504,4,9.667007,0.1986084,-0.8925171,9.859497134257502,-0.18937934478632062,-1.0576006227065295,-26.750946,47.6429,-21.783066,-0.006790161,-0.0040893555,-0.01361084,wonhee
